Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
SHE KNOWS WHAT WE LIKE,"PRODUCER Cheryl Crawford, with two smash hits on Broadway this season, takes cooking in her stride also. ""I learned to cook when I had to, and now I like it,"" she says. So she raises chives in her kitchenette window, turns out a wonderful one-dish meal in the...",165319741,Historical Newspapers," Turner, Grace
Grace
Grace Turner
Turner
Grace Turner"," Copyright Times Mirror Company May 24, 1942"," 414676321 , 5723022 , 53850", article," May 24, 1942",0458-3035, English, English, H27," Los Angeles, Calif.","May 24, 1942",Los Angeles Times (1923-Current File),1942,http://search.proquest.com/docview/165319741?accountid=14496, H27,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=SHE+KNOWS+WHAT+WE+LIKE&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1942-05-24&amp;volume=&amp;issue=&amp;spage=H27&amp;au=Turner%2C+Grace&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Notes for the Shopper,"The four-story brownstones of our grandparents' day included capacious attics, storage space and roomy basements. Now, when two rooms and a kitchenette are more the order of the day, the waste-space problem presents itself in reverse -- how to arrange condensed living quarters most efficiently.",106138059,Historical Newspapers," By MARY MADISON
By MARY MADISON"," Copyright New York Times Company Aug 30, 1942"," 85584818 , 1496546 , 43896", article," Aug 30, 1942",0362-4331, English, English,," New York, N.Y.","Aug 30, 1942",New York Times (1923-Current file),1942,http://search.proquest.com/docview/106138059?accountid=14496, D4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Notes+for+the+Shopper&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1942-08-30&amp;volume=&amp;issue=&amp;spage=D4&amp;au=By+MARY+MADISON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
MOTHER AND TWO SISTERS SLAIN IN 'MERCY' DEATHS,"Detectives and investigators for the coroner's office were striving last night to learn the motives behind the supposed suicide pact of an aged mother and two daughters whose bodies, each pierced by a single bullet, were found yesterday afternoon in their kitchenette apartment in the...",176746908,Historical Newspapers,," Copyright Tribune Publishing Company Sep 18, 1942"," 468579372 , 6070382 , 53854", article," Sep 18, 1942",, English, English,," Chicago, Ill.","Sep 18, 1942",Chicago Daily Tribune (1923-1963),1942,http://search.proquest.com/docview/176746908?accountid=14496, 21,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=MOTHER+AND+TWO+SISTERS+SLAIN+IN+%27MERCY%27+DEATHS%3A+INVESTIGATE+MOTIVES+FOR+TRIPLE+TRAGEDY.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1942-09-18&amp;volume=&amp;issue=&amp;spage=21&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Public Service,Letters to this department must be signed with the names and addresses of the writers. For a personal reply a stamped addressed envelope must accompany the inquiry.,492663916,Historical Newspapers,," Copyright Real Times, Inc. Oct 3, 1942"," 741214082 , 7289792 , 68419", article," Oct 3, 1942",, English, English, 15," Chicago, Ill.","Oct 3, 1942",The Chicago Defender (National edition) (1921-1967),1942,http://search.proquest.com/docview/492663916?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Public+Service&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1942-10-03&amp;volume=&amp;issue=&amp;spage=15&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"3 Tots Dead, 15 Injured In Big Kitchenette Blaze","Trapped in a makeshift, tinderbox kitchenette when searing flames fanned ... swiftly through a three-story building at 2909 Prairie avenue, three frightened children huddled helplessly under a bed Wednesday while death closed in...",492656899,Historical Newspapers,," Copyright Real Times, Inc. Jan 30, 1943"," 741252252 , 7289882 , 68419", article," Jan 30, 1943",, English, English, 6," Chicago, Ill.","Jan 30, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492656899?accountid=14496, 6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=3+Tots+Dead%2C+15+Injured+In+Big+Kitchenette+Blaze&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-01-30&amp;volume=&amp;issue=&amp;spage=6&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
White Collar GIRL,"""The white collar girl who has 17 pieces of glassware in her kitchenette and still is wondering where to put the six ruby goblets her Aunt Myrtle sent her at Christmas should survey the 'housekeeping' done by Maj. Henry K. Dougan of the United States army, and take heart.",176853834,Historical Newspapers," MacKay, Ruth
Ruth
Ruth MacKay
MacKay
RUTH MACKAY"," Copyright Tribune Publishing Company Feb 20, 1943"," 471393372 , 6075852 , 53854", article," Feb 20, 1943",, English, English,," Chicago, Ill.","Feb 20, 1943",Chicago Daily Tribune (1923-1963),1943,http://search.proquest.com/docview/176853834?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=White+Collar+GIRL%3A+It%27s+a+Man%27s+World.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1943-02-20&amp;volume=&amp;issue=&amp;spage=13&amp;au=MacKay%2C+Ruth&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Article 30 -- No Title,LUCY fiddled with the key for some time before trying the knob and finding the door unlocked. She went into the tiny apartment with the resolve to be more careful. San Francisco wasn't like Idaho. She was crossing to the kitchenette when she saw Bill--and gave a small gasp.,165423202,Historical Newspapers," Taylor, Samuel W
Samuel
Samuel W Taylor
Taylor
W
Samuel W Taylor , Timmins, Harry L
Harry
Harry L Timmins
Timmins
L
Harry L Timmins"," Copyright Times Mirror Company Jun 20, 1943"," 419423671 , 5751892 , 53850", article," Jun 20, 1943",0458-3035, English, English, G8," Los Angeles, Calif.","Jun 20, 1943",Los Angeles Times (1923-Current File),1943,http://search.proquest.com/docview/165423202?accountid=14496, G8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=Article+30+--+No+Title&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1943-06-20&amp;volume=&amp;issue=&amp;spage=G8&amp;au=Taylor%2C+Samuel+W%3BTimmins%2C+Harry+L&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Y.W.C.A. Starting Course in Kitchenette Cookery,,176972202,Historical Newspapers,," Copyright Tribune Publishing Company Oct 31, 1943"," 475369332 , 6085572 , 53854", article," Oct 31, 1943",, English, English,," Chicago, Ill.","Oct 31, 1943",Chicago Daily Tribune (1923-1963),1943,http://search.proquest.com/docview/176972202?accountid=14496, W2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Y.W.C.A.+Starting+Course+in+Kitchenette+Cookery&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1943-10-31&amp;volume=&amp;issue=&amp;spage=W2&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
LONDON Calling,"LONDON--One thing the two cities of Chicago and London have in common is the black markets which operate under supervision of the policemen on the beat instead of under a license from city hall. Another one thing they got in common is the underground tube system and lots of taxicabs, except the London taxis are very tight in space but make up for it by the very large size of the rates to Americans. The London taxis are very dinky, about the measurement of a one-room kitchenette on Chicago's South side; and that is not doing...",492706018,Historical Newspapers," DAVID H ORRO Defender War Correspondent
DAVID H ORRO Defender War Correspondent"," Copyright Real Times, Inc. Nov 13, 1943"," 741377752 , 7290172 , 68419", article," Nov 13, 1943",, English, English, 13," Chicago, Ill.","Nov 13, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492706018?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=LONDON+Calling&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-11-13&amp;volume=&amp;issue=&amp;spage=13&amp;au=DAVID+H+ORRO+Defender+War+Correspondent&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
PLANTS FOR FISH BOWLS,"THERE isn't any law which says that the only plant usable in a goldfish bowl is the ""seaweed"" commonly sold in pet shops and dime stores. Other small aquatic plants, while not exactly capable of satisfying the desire of would-be private lake owners for lotuses and water lilies and kitchenette-sized floating leaves, are nevertheless more unusual and interesting than the overworked Anacharis.",106960123,Historical Newspapers," R.M.P.
R.M.P."," Copyright New York Times Company Jan 23, 1944"," 88592972-1 , 1515041 , 43896", article," Jan 23, 1944",0362-4331, English, English,," New York, N.Y.","Jan 23, 1944",New York Times (1923-Current file),1944,http://search.proquest.com/docview/106960123?accountid=14496, X11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=PLANTS+FOR+FISH+BOWLS&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1944-01-23&amp;volume=&amp;issue=&amp;spage=X11&amp;au=R.M.P.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Bessie Cowles Is Bride Today of Lt. Armour,"FEW war time newlyweds are able to find a sweet little rose covered cottage for two, or even a one room kitchenette, in which to start their married lives at some crowded army or navy post. Living quarters are particularly scarce at Wendover field, Utah,...",176878926,Historical Newspapers," Cass, Judith
Judith
Judith Cass
Cass
JUDITH CASS"," Copyright Tribune Publishing Company Mar 25, 1944"," 462260432 , 6032812 , 53854", article," Mar 25, 1944",, English, English,," Chicago, Ill.","Mar 25, 1944",Chicago Daily Tribune (1923-1963),1944,http://search.proquest.com/docview/176878926?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Bessie+Cowles+Is+Bride+Today+of+Lt.+Armour&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1944-03-25&amp;volume=&amp;issue=&amp;spage=15&amp;au=Cass%2C+Judith&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
On the Aisle,"When our company of ""The Voice of the Turtle"" opens at the Selwyn Oct. 2, built-in kitchenette and all, K. T. Stevens will be acting the Margaret Sullavan...",176965703,Historical Newspapers," Cassidy, Claudia
Claudia
Claudia Cassidy
Cassidy
Claudia Cassidy"," Copyright Tribune Publishing Company Jul 4, 1944"," 462457682 , 6033662 , 53854", article," Jul 4, 1944",, English, English,," Chicago, Ill.","Jul 4, 1944",Chicago Daily Tribune (1923-1963),1944,http://search.proquest.com/docview/176965703?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=On+the+Aisle%3A+Beautiful+K.+T.+for+%22Turtle.%22&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1944-07-04&amp;volume=&amp;issue=&amp;spage=15&amp;au=Cassidy%2C+Claudia&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
These Dishes Lend Variety to Meat Balls,"Meat balls are a summer main dish over which there's no need to fret. They're easy to prepare, always tender, and may be cooked stove-top fashion, which is a distinct advantage in kitchenette apartments on hot days.",176993793,Historical Newspapers," Meade, Mary
Mary
Mary Meade
Meade
MARY MEADE"," Copyright Tribune Publishing Company Aug 25, 1944"," 462559812 , 6034112 , 53854", article," Aug 25, 1944",, English, English,," Chicago, Ill.","Aug 25, 1944",Chicago Daily Tribune (1923-1963),1944,http://search.proquest.com/docview/176993793?accountid=14496, 16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=These+Dishes+Lend+Variety+to+Meat+Balls%3A+Ration+Roundup&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1944-08-25&amp;volume=&amp;issue=&amp;spage=16&amp;au=Meade%2C+Mary&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
No Room for the Baby,"FINDING a place to put a new baby may be a puzzling question in your house. You haven't been able to move from your one room and kitchenette; you still have only a bedroom and bath. Still it's up to you to see he has the best of care: to see his bath water is warm and ""sudsy"" the way he likes it...",165568490,Historical Newspapers," Langley, Nancy C
Nancy
Nancy C Langley
Langley
C
NANCY C LANGLEY"," Copyright Times Mirror Company Feb 11, 1945"," 412224131 , 5712402 , 53850", article," Feb 11, 1945",0458-3035, English, English,," Los Angeles, Calif.","Feb 11, 1945",Los Angeles Times (1923-Current File),1945,http://search.proquest.com/docview/165568490?accountid=14496, E7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=No+Room+for+the+Baby&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1945-02-11&amp;volume=&amp;issue=&amp;spage=E7&amp;au=Langley%2C+Nancy+C&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
France Plans Simpler homes in War Areas,"New three room apartments complete with central heating, kitchenettes, and bathrooms will be built soon in the war ravaged coastal cities of France, according to plans revealed today by Raoul Dautry, minister of reconstruction.",177207124,Historical Newspapers," Bruyere, Anne
Anne
Anne Bruyere
Bruyere
ANNE BRUYERE"," Copyright Tribune Publishing Company Nov 14, 1945"," 478526782 , 6111912 , 53854", article," Nov 14, 1945",, English, English,," Chicago, Ill.","Nov 14, 1945",Chicago Daily Tribune (1923-1963),1945,http://search.proquest.com/docview/177207124?accountid=14496, 24,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=France+Plans+Simpler+homes+in+War+Areas&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1945-11-14&amp;volume=&amp;issue=&amp;spage=24&amp;au=Bruyere%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
News of Food,"Yesterday we paid our annual Christmas-season visit to the Swedish Kondis, 204 East Fiftyeighth Street, where Ivar Sundstrom and his wife, the proprietors, are preparing for the ninth year their gingerbread figures.",107099879,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Dec 6, 1945"," 94031642-1 , 1540254 , 43896", article," Dec 6, 1945",0362-4331, English, English,," New York, N.Y.","Dec 6, 1945",New York Times (1923-Current file),1945,http://search.proquest.com/docview/107099879?accountid=14496, 29,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=News+of+Food%3A+Gingerbread+Figures+for+Holiday+Season+Soon+to+Be+Available+for+the+Ninth+Year+For+Kitchenette+Cooks+Fruit+Cake+On+Market+Offered+to+Spaghetti+Devotee&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1945-12-06&amp;volume=&amp;issue=&amp;spage=29&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
SHOPS AGAIN OFFER ELECTRIC COOKERS,"ÿ Provided they are luckier in finding some of the new electrical cooking appliances than they were finding an apartment, persons now living in borrowed quarters or rooms without kitchenette may become adept at cooking.",107633125,Historical Newspapers,," Copyright New York Times Company Jan 26, 1946"," 93017940-1 , 1535890 , 43896", article," Jan 26, 1946",0362-4331, English, English,," New York, N.Y.","Jan 26, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107633125?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=SHOPS+AGAIN+OFFER+ELECTRIC+COOKERS%3A+SEVERAL+TYPES+OF+TABLE+STOVES+APPEAR+IN+LIMITED+SUPPLY%2C+BUT+MORE+ARE+DUE+SOON+%22ROASTER-TOASTER%22+OFFERED+EGG+COOKER+AVAILABLE&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-01-26&amp;volume=&amp;issue=&amp;spage=10&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
RENTALS $22 TO $46 IN FOX HILLS HOMES,"Rentals for apartments in the former barracks at Fox Hills Army Terminal, Staten Island, which together with the former Coast Guard Training Station at Manhattan Beach, Brooklyn, is being converted by the State into an emergency housing project for veterans were announces yesterday.",107522062,Historical Newspapers,," Copyright New York Times Company Jan 31, 1946"," 93024868-1 , 1535911 , 43896", article," Jan 31, 1946",0362-4331, English, English,," New York, N.Y.","Jan 31, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107522062?accountid=14496, 22,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=RENTALS+%2422+TO+%2446+IN+FOX+HILLS+HOMES%3A+RATES+FOR+EMERGENCY+APARTMENTS+IN+FORMER+ARMY+BARRACKS+ANNOUNCED+BY+AGENTONLY+VETERANS+ELIGIBLEFIRST+TEMPORARY+DWELLINGS+TO+BE+SET+UP+IN+THE+CITY+TO+ARRIVE+WITHIN+TWO+WEEKS+THOSE+ELIGIBLE+FOR+HOUSING+CONTRACTED+FOR+DELIVERY&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-01-31&amp;volume=&amp;issue=&amp;spage=22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
$1.50 Butter Is Credited To Kitchenette Cream,,107433216,Historical Newspapers,," Copyright New York Times Company Apr 27, 1946"," 88356617-1 , 1513699 , 43896", article," Apr 27, 1946",0362-4331, English, English,," New York, N.Y.","Apr 27, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107433216?accountid=14496, 8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=%241.50+Butter+Is+Credited+To+Kitchenette+Cream&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-04-27&amp;volume=&amp;issue=&amp;spage=8&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Hits 'Tattle Tale' Kitchenette Housekeepers,,492737329,Historical Newspapers," Webb, Oliver
Oliver
Oliver Webb
Webb
Oliver Webb"," Copyright Real Times, Inc. May 18, 1946"," 741764062 , 7291092 , 68419", letter_to_editor," May 18, 1946",, English, English, 14," Chicago, Ill.","May 18, 1946",The Chicago Defender (National edition) (1921-1967),1946,http://search.proquest.com/docview/492737329?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Hits+%27Tattle+Tale%27+Kitchenette+Housekeepers&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1946-05-18&amp;volume=&amp;issue=&amp;spage=14&amp;au=Webb%2C+Oliver&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"FIND THE SPACE AND YOU BUILD IT, IS VETS' ADVICE","If you are a former GI or a home-dispossessed civilian and are considering pitching a tent in Lincoln park to solve your housing woes, don't do it! There's a better solution.",177275491,Historical Newspapers,," Copyright Tribune Publishing Company May 19, 1946"," 479287062 , 6112772 , 53854", article," May 19, 1946",, English, English,," Chicago, Ill.","May 19, 1946",Chicago Daily Tribune (1923-1963),1946,http://search.proquest.com/docview/177275491?accountid=14496, N6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=FIND+THE+SPACE+AND+YOU+BUILD+IT%2C+IS+VETS%27+ADVICE%3A+BROTHERS+MAKE+A+HAPPY+HOME+IN+BASEMENT&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1946-05-19&amp;volume=&amp;issue=&amp;spage=N6&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
HOTEL ANSONIA IS SOLD,,107652751,Historical Newspapers,," Copyright New York Times Company Oct 27, 1946"," 93164652-1 , 1536289 , 43896", article," Oct 27, 1946",0362-4331, English, English,," New York, N.Y.","Oct 27, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107652751?accountid=14496, 52,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=HOTEL+ANSONIA+IS+SOLD%3A+KITCHENETTES%2C+REFRIGERATORS+TO+BE+INSTALLED+BY+NEW+OWNERS&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-10-27&amp;volume=&amp;issue=&amp;spage=52&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
HOME,"THE first room to be converted was a second-floor drawing room (below). It measured 16 by 22 feet, had a thirteen-foot ceiling and characteristic trimmings --a lavishly carved marble fireplace, tall recessed windows graced by folding jalousies, and a huge double doorway. To become a one-room apartment it had to have cooking facilities, which could be accommodated easily enough in a corner space measuring approximately 4 by 7 feet.",107801267,Historical Newspapers," By MARY ROCHE
By MARY ROCHE"," Copyright New York Times Company Mar 2, 1947"," 88766161-1 , 1515834 , 43896", article," Mar 2, 1947",0362-4331, English, English,," New York, N.Y.","Mar 2, 1947",New York Times (1923-Current file),1947,http://search.proquest.com/docview/107801267?accountid=14496, 158,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=HOME%3A+BROWNSTONE+ARTISTRY&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1947-03-02&amp;volume=&amp;issue=&amp;spage=158&amp;au=By+MARY+ROCHE&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
