Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
THE KITCHENETTE,"Cream together the butter and sugar, then add the grated cocoanut and eggs. Mix in the flour and baking powder which have been sifted together. Lastly, add vanilla and enough milk to make a stiff batter. Drop with a teaspoon on a greased cooking sheet and bake in a hot oven twelve or fifteen minutes.",162443135,Historical Newspapers," Kendrick, Madeleine
Madeleine
Madeleine Kendrick
Kendrick
Madeleine Kendrick"," Copyright Times Mirror Company Oct 11, 1931"," 379382921 , 5546532 , 53850", article," Oct 11, 1931",0458-3035, English, English,," Los Angeles, Calif.","Oct 11, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162443135?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=THE+KITCHENETTE%3A+COCOANUT+COOKIES&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-10-11&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Kendrick%2C+Madeleine&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162481822,Historical Newspapers," Godat, Viola
Viola
Viola Godat
Godat
Viola Godat"," Copyright Times Mirror Company Oct 18, 1931"," 379406291 , 5546602 , 53850", article," Oct 18, 1931",0458-3035, English, English,," Los Angeles, Calif.","Oct 18, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162481822?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+ORANGE+FRANGO&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-10-18&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Godat%2C+Viola&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162499939,Historical Newspapers," Lloyd, Patricia
Patricia
Patricia Lloyd
Lloyd
Patricia Lloyd"," Copyright Times Mirror Company Oct 25, 1931"," 379430621 , 5546672 , 53850", article," Oct 25, 1931",0458-3035, English, English,," Los Angeles, Calif.","Oct 25, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162499939?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+STUFFED+BARED+APPLE&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-10-25&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Lloyd%2C+Patricia&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162479186,Historical Newspapers," Blair, Betty
Betty
Betty Blair
Blair
Betty Blair"," Copyright Times Mirror Company Nov 1, 1931"," 379453511 , 5546742 , 53850", article," Nov 1, 1931",0458-3035, English, English,," Los Angeles, Calif.","Nov 1, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162479186?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+WALNUT+WAFERS&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-11-01&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Blair%2C+Betty&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,"Two and one-half cups of powdered sugar, one and one-half tablespoons of butter, one-half cup of milk, three tablespoons cocoa, pinch of baking soda, pinch of salt, one teaspoon vanilla.",162512376,Historical Newspapers," Lloyd-Butler, Sheila
Sheila
Sheila Lloyd-Butler
Lloyd-Butler
Sheila Lloyd-Butler"," Copyright Times Mirror Company Nov 8, 1931"," 379477241 , 5546812 , 53850", article," Nov 8, 1931",0458-3035, English, English, G6," Los Angeles, Calif.","Nov 8, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162512376?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+FUDGE&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-11-08&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Lloyd-Butler%2C+Sheila&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162586225,Historical Newspapers," Ball, Eileen
Eileen
Eileen Ball
Ball
Eileen Ball"," Copyright Times Mirror Company Nov 22, 1931"," 379525311 , 5546952 , 53850", article," Nov 22, 1931",0458-3035, English, English,," Los Angeles, Calif.","Nov 22, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162586225?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+PENOCHE+DREAMS&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-11-22&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Ball%2C+Eileen&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162528998,Historical Newspapers," Parsons, Charlotte
Charlotte
Charlotte Parsons
Parsons
Charlotte Parsons"," Copyright Times Mirror Company Dec 6, 1931"," 379572081 , 5547092 , 53850", article," Dec 6, 1931",0458-3035, English, English,," Los Angeles, Calif.","Dec 6, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162528998?accountid=14496, G7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+TURKISH+DELIGHT&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-12-06&amp;volume=&amp;issue=&amp;spage=G7&amp;au=Parsons%2C+Charlotte&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162531811,Historical Newspapers," Bradley, Martha
Martha
Martha Bradley
Bradley
Martha Bradley"," Copyright Times Mirror Company Dec 13, 1931"," 379595441 , 5547162 , 53850", article," Dec 13, 1931",0458-3035, English, English,," Los Angeles, Calif.","Dec 13, 1931",Los Angeles Times (1923-Current File),1931,http://search.proquest.com/docview/162531811?accountid=14496, G7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+COCOANUT+FRUIT+SALAD&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1931-12-13&amp;volume=&amp;issue=&amp;spage=G7&amp;au=Bradley%2C+Martha&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Mayfair Going Kitchenette; Mansions Close,"London's exclusive west end residential district where the great town houses of the nobility stand--many of them now with shutters locked--is undergoing a constant change, likely to become more pronounced during the new year.",181261244,Historical Newspapers,," Copyright Tribune Publishing Company Jan 13, 1932"," 456889082 , 6003522 , 53854", article," Jan 13, 1932",, English, English,," Chicago, Ill.","Jan 13, 1932",Chicago Daily Tribune (1923-1963),1932,http://search.proquest.com/docview/181261244?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Mayfair+Going+Kitchenette%3B+Mansions+Close&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1932-01-13&amp;volume=&amp;issue=&amp;spage=15&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
KITCHENETTE LEMON JELLY,,162554109,Historical Newspapers," Parsons, Charlotte
Charlotte
Charlotte Parsons
Parsons
Charlotte Parsons , Loma, Alta
Alta
Alta Loma
Loma
Alta Loma"," Copyright Times Mirror Company Jan 17, 1932"," 379695851 , 5547512 , 53850", article," Jan 17, 1932",0458-3035, English, English,," Los Angeles, Calif.","Jan 17, 1932",Los Angeles Times (1923-Current File),1932,http://search.proquest.com/docview/162554109?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE+LEMON+JELLY&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1932-01-17&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Parsons%2C+Charlotte%3BLoma%2C+Alta&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
KITCHENETTE,,162602657,Historical Newspapers," Marry Howard Francis
Marry Howard Francis"," Copyright Times Mirror Company Feb 14, 1932"," 379769071 , 5547792 , 53850", article," Feb 14, 1932",0458-3035, English, English, G6," Los Angeles, Calif.","Feb 14, 1932",Los Angeles Times (1923-Current File),1932,http://search.proquest.com/docview/162602657?accountid=14496, G6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+SANDWICH+FILLING&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1932-02-14&amp;volume=&amp;issue=&amp;spage=G6&amp;au=Marry+Howard+Francis&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Kitchenette Cuts Call For 25 Pound Turkeys,,150297015,Historical Newspapers,," Copyright The Washington Post Company Mar 13, 1932"," 226760582 , 1981252 , 48614", article," Mar 13, 1932",, English, English, S10," Washington, D.C.","Mar 13, 1932",The Washington Post (1923-1954),1932,http://search.proquest.com/docview/150297015?accountid=14496, S10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Kitchenette+Cuts+Call+For+25+Pound+Turkeys&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1932-03-13&amp;volume=&amp;issue=&amp;spage=S10&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
THE KITCHENETTE,,162617556,Historical Newspapers," Griffiths, Dolores Mae
Dolores
Dolores Mae Griffiths
Griffiths
Mae
Dolores Mae Griffiths"," Copyright Times Mirror Company Apr 10, 1932"," 379926551 , 5548352 , 53850", article," Apr 10, 1932",0458-3035, English, English, G7," Los Angeles, Calif.","Apr 10, 1932",Los Angeles Times (1923-Current File),1932,http://search.proquest.com/docview/162617556?accountid=14496, G7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=THE+KITCHENETTE%3A+CROP+SUEY&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1932-04-10&amp;volume=&amp;issue=&amp;spage=G7&amp;au=Griffiths%2C+Dolores+Mae&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
"""In a fat egg cup stood the brownest of brown eggs""","One can get a real thrill these days out of running down the newest and most novel gadgets in kitchen equipment. Between the imaginative manufacturers and the versatile inventors almost every day sees the arrival of a new species of weiner roaster, egg cooker, or unbuckling cake pan--not...",181344040,Historical Newspapers," Guthrie, Jean
Jean
Jean Guthrie
Guthrie
JEAN GUTHRIE"," Copyright Tribune Publishing Company May 13, 1932"," 457240602 , 6004732 , 53854", article," May 13, 1932",, English, English,," Chicago, Ill.","May 13, 1932",Chicago Daily Tribune (1923-1963),1932,http://search.proquest.com/docview/181344040?accountid=14496, 19,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%22In+a+fat+egg+cup+stood+the+brownest+of+brown+eggs%22%3A+UTENSIL+MAKERS+RESPOND+TO+ERA+OF+KITCHENETTE+Among+Them+Also+Are+a+Few+Comedians.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1932-05-13&amp;volume=&amp;issue=&amp;spage=19&amp;au=Guthrie%2C+Jean&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
KITCHENETTE,,163056450,Historical Newspapers," Sarfatty, Stella
Stella
Stella Sarfatty
Sarfatty
Stella Sarfatty"," Copyright Times Mirror Company Sep 11, 1932"," 388186081 , 5602462 , 53850", article," Sep 11, 1932",0458-3035, English, English,," Los Angeles, Calif.","Sep 11, 1932",Los Angeles Times (1923-Current File),1932,http://search.proquest.com/docview/163056450?accountid=14496, 6E,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=KITCHENETTE%3A+SOFT+CUSTARD&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1932-09-11&amp;volume=&amp;issue=&amp;spage=6E&amp;au=Sarfatty%2C+Stella&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
SEA PENTHOUSE MAY BE NEXT,,163229599,Historical Newspapers,," Copyright Times Mirror Company Sep 6, 1933"," 389217031 , 5606962 , 53850", article," Sep 6, 1933",0458-3035, English, English, 5," Los Angeles, Calif.","Sep 6, 1933",Los Angeles Times (1923-Current File),1933,http://search.proquest.com/docview/163229599?accountid=14496, 5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=SEA+PENTHOUSE+MAY+BE+NEXT%3A+WIDOW%2C+ENJOYS+TRAVELING+SO+MUCH+SHE+SEEKS+LEASE+ON+LINER+KITCHENETTE&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1933-09-06&amp;volume=&amp;issue=&amp;spage=5&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Penthouse Ice Boxes Carry Nibbler's Bits,"The vogue for tiny penthouses and small apartments continues to be increasingly popular for the newly-weds, the young business women, and the college men who boast of questionable culinary triumphs in their diminutive kitchenettes.",150512590,Historical Newspapers,," Copyright The Washington Post Company Jan 9, 1934"," 244680282 , 2046012 , 48614", article," Jan 9, 1934",, English, English, 11," Washington, D.C.","Jan 9, 1934",The Washington Post (1923-1954),1934,http://search.proquest.com/docview/150512590?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Penthouse+Ice+Boxes+Carry+Nibbler%27s+Bits%3A+The+Kitchenette+Is+Ever+Ready+to+Supply+a+Light+Lunch.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1934-01-09&amp;volume=&amp;issue=&amp;spage=11&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Well-Planned Remodeling Transforms Bare Attic Into Attractive Apartment,"IT is only natural after these times which we have been passing through that, in considering any change or alteration in ou home, the question of cost should be paramount; that we should ask ourselves not only how much increased comfort and pleasure we are going to get from...",181481215,Historical Newspapers," Bargelt, Louise
Louise
Louise Bargelt
Bargelt
Louise Bargelt"," Copyright Tribune Publishing Company Mar 4, 1934"," 476593602 , 6097432 , 53854", article," Mar 4, 1934",, English, English, d6," Chicago, Ill.","Mar 4, 1934",Chicago Daily Tribune (1923-1963),1934,http://search.proquest.com/docview/181481215?accountid=14496, D6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Well-Planned+Remodeling+Transforms+Bare+Attic+Into+Attractive+Apartment%3A+Teacher+Reconstructs+Garret+as+Three+Rooms+with+Kitchenette+and+Bath.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1934-03-04&amp;volume=&amp;issue=&amp;spage=D6&amp;au=Bargelt%2C+Louise&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Dutch Oven Cookery Is Source of Tender Meats,"THE old iron pot, known familiarly as the Dutch oven, has stewed the gruel, and bubbled the soup, and braised the mighty beef cuts of our great greats for hundreds upon hundreds of years. In fact, too often we moderns think of it simply as a heavy old incumbrance of our grandmother's time, and quite outdated for modern cookery. Which is all wrong. For Dutch ovens, both of iron and of the gleaming new cast aluminum, now all over the markets.",181541320,Historical Newspapers," Meade, Mary
Mary
Mary Meade
Meade
Mary Meade"," Copyright Tribune Publishing Company Jun 17, 1934"," 476941582 , 6107122 , 53854", article," Jun 17, 1934",, English, English,," Chicago, Ill.","Jun 17, 1934",Chicago Daily Tribune (1923-1963),1934,http://search.proquest.com/docview/181541320?accountid=14496, C1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Dutch+Oven+Cookery+Is+Source+of+Tender+Meats%3A+Iron+Pot+Familiar+to+Grand-mother%27s+Time+Takes+on+Modern+Dress+and+Works+Miracles+for+Kitchenette+Cooks+Dutch+Oven+Is+Efficient+Way+to+Tender+Meat+Iron+Pot+Familiar+to+Our+Grandmothers+Works+Kitchenette+Miracles.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1934-06-17&amp;volume=&amp;issue=&amp;spage=C1&amp;au=Meade%2C+Mary&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Inexpensive Snacks Aid Sunday 'At Homes',THE SMALL APARTMENT KITCHENETTE offers the working woman one grand means of entertaining. She can have open house on Sunday and with the aid of her small stove turn out a few delicacies that will enhance the cup of fragrant tea offered hospitably to her guests. No matter how small or cramped her apartment an attractively arranged tea tray gleaming in the light of flickering candles will weave a spell of charm about her humble place of dwelling.,150822113,Historical Newspapers," By Dorothea Duncan.
By Dorothea Duncan."," Copyright The Washington Post Company Feb 10, 1935"," 260378462 , 2108712 , 48614", article," Feb 10, 1935",, English, English, S8," Washington, D.C.","Feb 10, 1935",The Washington Post (1923-1954),1935,http://search.proquest.com/docview/150822113?accountid=14496, S8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Inexpensive+Snacks+Aid+Sunday+%27At+Homes%27%3A+Modern+Apartment+Kitchenettes+Offer+Hostess+Chance+to+Entertain+Tea+Guests+With+Many+%27Extras.%27&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1935-02-10&amp;volume=&amp;issue=&amp;spage=S8&amp;au=By+Dorothea+Duncan.&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Toy Size Washer Ideally Designed for Kitchenette,,181631881,Historical Newspapers,," Copyright Tribune Publishing Company Mar 3, 1935"," 482533932 , 6119362 , 53854", article," Mar 3, 1935",, English, English,," Chicago, Ill.","Mar 3, 1935",Chicago Daily Tribune (1923-1963),1935,http://search.proquest.com/docview/181631881?accountid=14496, D10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Toy+Size+Washer+Ideally+Designed+for+Kitchenette&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1935-03-03&amp;volume=&amp;issue=&amp;spage=D10&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
_APARTMENTS AS D FLATS T LET AND WANTED TOU T TOUT XaoghalrcHFlat Let Fnrn ishca Fnrnishca _Dstlroom a f _a-f _sittmsioom _kitchenette ne wly newly deco rotea _decorotea plectric,,522238840,Historical Newspapers,," Copyright The Irish Times Ltd. Mar 27, 1935"," 1585229192 , 23845746 , 81199", article," Mar 27, 1935",, English, English,," Dublin, Ireland","Mar 27, 1935",The Irish Times (1921-Current File),1935,http://search.proquest.com/docview/522238840?accountid=14496, 12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpirishtimes&amp;atitle=_APARTMENTS+AS+D+FLATS+T+LET+AND+WANTED+TOU+T+TOUT+XaoghalrcHFlat+Let+Fnrn+ishca+Fnrnishca+_Dstlroom+a+f+_a-f+_sittmsioom+_kitchenette+ne+wly+newly+deco+rotea+_decorotea+plectric&amp;title=The+Irish+Times+%281921-Current+File%29&amp;issn=&amp;date=1935-03-27&amp;volume=&amp;issue=&amp;spage=12&amp;au=&amp;isbn=&amp;jtitle=The+Irish+Times+%281921-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Irish Times and The Weekly Irish Times
Kitchenette Cook,"THIS is that same chef-author whose ""The Vicomte in the Kitchen"" won much admiration and interest from connoisseurs but was found rather too much in the grand manner to appeal to apartment house hostesses. And so for their benefit he has written this little guidebook for the more informal cooking and serving in apartment homes.",101446155,Historical Newspapers,," Copyright New York Times Company Jul 7, 1935"," 94627866-1 , 1542801 , 43896", review," Jul 7, 1935",0362-4331, English, English,," New York, N.Y.","Jul 7, 1935",New York Times (1923-Current file),1935,http://search.proquest.com/docview/101446155?accountid=14496, BR12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Kitchenette+Cook%3A+THE+VICOMTE+IN+THE+KITCHENETTE.+By+Vicomte+de+Mauduit.+Illustrated+by+Mary+Shepard.+146+pp.+New+York%3A+Covici%2C+Friede.+%241.75.&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1935-07-07&amp;volume=&amp;issue=&amp;spage=BR12&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Kitchenette Needed Next to Playroom,,150691343,Historical Newspapers,," Copyright The Washington Post Company Aug 4, 1935"," 251522402 , 2070562 , 48614", real_estate_transaction," Aug 4, 1935",, English, English,," Washington, D.C.","Aug 4, 1935",The Washington Post (1923-1954),1935,http://search.proquest.com/docview/150691343?accountid=14496, R10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Kitchenette+Needed+Next+to+Playroom&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1935-08-04&amp;volume=&amp;issue=&amp;spage=R10&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
