Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
Topics of The Times,"One apartment seeker in every three from out of town wants to settle down in Greenwich Village; this according to Joseph Platzker, Assistant Commissioner of Housing and Buildings and Director of the City Vacancy Listing Bureau.",106952893,Historical Newspapers,," Copyright New York Times Company Dec 7, 1944"," 96581753-1 , 1551696 , 43896", article," Dec 7, 1944",0362-4331, English, English,," New York, N.Y.","Dec 7, 1944",New York Times (1923-Current file),1944,http://search.proquest.com/docview/106952893?accountid=14496, 24,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Topics+of+The+Times&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1944-12-07&amp;volume=&amp;issue=&amp;spage=24&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
BRITISH HOMELESS GET NEW SHELTERS,"LONDON, Feb. 12--Within the next few days fourteen bombed out families from the Borough of Lambeth will move from air-raid shelters into fourteen small, portable wartime homes built by American soldier-technicians.",107319472,Historical Newspapers," By Wireless to THE NEW YORK TIMES.
By Wireless to THE NEW YORK TIMES."," Copyright New York Times Company Feb 13, 1945"," 88193312-1 , 1512841 , 43896", article," Feb 13, 1945",0362-4331, English, English,," New York, N.Y.","Feb 13, 1945",New York Times (1923-Current file),1945,http://search.proquest.com/docview/107319472?accountid=14496, 26,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=BRITISH+HOMELESS+GET+NEW+SHELTERS%3A+14+OF+350+PORTABLE+WARTIME+HOMES+BUILT+BY+U.S.+TROOPS+TO+BE+OCCUPIED+SOON&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1945-02-13&amp;volume=&amp;issue=&amp;spage=26&amp;au=By+Wireless+to+THE+NEW+YORK+TIMES.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
EVERYBODY GOES When THE WAGON Comes,"AS THIS COLUMN is written, Chicagoans are getting their first real touch of SUMMER...Yes, it's hot in the Windy City and you can lay a good bet the cats and chics are very much on the stroll...We sometime wonder where all the people you see on the streets now, have been while the weather was cold...Answer: Hugging the radiators in kitchenettes with a half gallon of beer on the table...DUKE ELLINGTON and his band are holding forth at the Regal...T-BONE WALKER is packing them in at the...",492673260,Historical Newspapers," Nosey, OLE
OLE
OLE Nosey
Nosey
OLE Nosey"," Copyright Real Times, Inc. Jun 2, 1945"," 741623372 , 7290722 , 68419", article," Jun 2, 1945",, English, English, 18," Chicago, Ill.","Jun 2, 1945",The Chicago Defender (National edition) (1921-1967),1945,http://search.proquest.com/docview/492673260?accountid=14496, 18,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=EVERYBODY+GOES+When+THE+WAGON+Comes&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1945-06-02&amp;volume=&amp;issue=&amp;spage=18&amp;au=Nosey%2C+OLE&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"IDEA, INGENUITY IS MODEL HOME AFTER 5 YEARS","When a cabinet maker and his wife, a former handicraft teacher and government housing counselor with not much money but a lot of ingenuity, decide to build in...",177205032,Historical Newspapers,," Copyright Tribune Publishing Company Jan 6, 1946"," 479097532 , 6112582 , 53854", article," Jan 6, 1946",, English, English,," Chicago, Ill.","Jan 6, 1946",Chicago Daily Tribune (1923-1963),1946,http://search.proquest.com/docview/177205032?accountid=14496, S4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=IDEA%2C+INGENUITY+IS+MODEL+HOME+AFTER+5+YEARS%3A+EDWARD+CARTERS+BUILD+HOUSE%2C+FURNISHINGS&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1946-01-06&amp;volume=&amp;issue=&amp;spage=S4&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
FOR COOKS RESTRICTED TO ONE WALL OUTLET,,107696578,Historical Newspapers," The New York Times Studio
The New York Times Studio"," Copyright New York Times Company Jan 26, 1946"," 93017947 , 1535890 , 43896", article," Jan 26, 1946",0362-4331, English, English,," New York, N.Y.","Jan 26, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107696578?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=FOR+COOKS+RESTRICTED+TO+ONE+WALL+OUTLET&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-01-26&amp;volume=&amp;issue=&amp;spage=10&amp;au=The+New+York+Times+Studio&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
THIS FAMILY HAS READY MADE FUN IN PREFAB HOME,"Mr. and Mrs. James R. Ahrens and family are at home at 1128 E. 61st st., or in the first house, third row of the 100 pre-fabricated homes built for University of Chicago students at 61st st. and Greenwood av.",177209597,Historical Newspapers," Peck, Janet
Janet
Janet Peck
Peck
JANET PECK"," Copyright Tribune Publishing Company May 12, 1946"," 479276092 , 6112762 , 53854", article," May 12, 1946",, English, English, s2," Chicago, Ill.","May 12, 1946",Chicago Daily Tribune (1923-1963),1946,http://search.proquest.com/docview/177209597?accountid=14496, S2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=THIS+FAMILY+HAS+READY+MADE+FUN+IN+PREFAB+HOME%3A+U.+OF+C.+WASHES+OUT+ONLY+FLAW+IN+OINTMENT&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1946-05-12&amp;volume=&amp;issue=&amp;spage=S2&amp;au=Peck%2C+Janet&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"Time Is Money, Said the Sage","HUDDLED around a table in Jno's. Place, as usual, were sundry members of the press, chattering with spirit and wisdom of many things, or so they supposed.",151884134,Historical Newspapers," By Dillard Stokes Post Reporter
By Dillard Stokes Post Reporter"," Copyright The Washington Post Company Jun 2, 1946"," 214895302 , 1938932 , 48614", article," Jun 2, 1946",, English, English,," Washington, D.C.","Jun 2, 1946",The Washington Post (1923-1954),1946,http://search.proquest.com/docview/151884134?accountid=14496, B1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Time+Is+Money%2C+Said+the+Sage%3A+%28He+Must+have+Read+An+Old+Want+Ad+Page%29&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1946-06-02&amp;volume=&amp;issue=&amp;spage=B1&amp;au=By+Dillard+Stokes+Post+Reporter&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Protests Southside Living Conditions,"I am concerned about the living conditions of the colored people on the South Side. I have formed a club of housewives to help people with families get a decent place to live, which I think there are entirely too many.",492753632,Historical Newspapers," Cavalier, J
J
Mrs J Cavalier
Cavalier
Mrs
Mrs. J Cavalier"," Copyright Real Times, Inc. Jul 20, 1946"," 741789472 , 7291152 , 68419", letter_to_editor," Jul 20, 1946",, English, English, 14," Chicago, Ill.","Jul 20, 1946",The Chicago Defender (National edition) (1921-1967),1946,http://search.proquest.com/docview/492753632?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Protests+Southside+Living+Conditions&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1946-07-20&amp;volume=&amp;issue=&amp;spage=14&amp;au=Cavalier%2C+J&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Feather In Her Hat,"HE HAD never thought it could come to this. Vicky and himself, and between them--like a symbol--the typewriter on its rickety table, a half-finished page projecting from the rollers, spoiled pages scattered like wind-blown leaves on the floor.",165683097,Historical Newspapers," LESLIE GORDON BARNARD
LESLIE GORDON BARNARD"," Copyright Times Mirror Company Jul 28, 1946"," 415286411 , 5725562 , 53850", article," Jul 28, 1946",0458-3035, English, English,," Los Angeles, Calif.","Jul 28, 1946",Los Angeles Times (1923-Current File),1946,http://search.proquest.com/docview/165683097?accountid=14496, E6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=Feather+In+Her+Hat&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1946-07-28&amp;volume=&amp;issue=&amp;spage=E6&amp;au=LESLIE+GORDON+BARNARD&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Letters to The Times,,107373857,Historical Newspapers," EUSTACE SELIGMAN .MARTIN LUIS DRAGO,J.H.C.DAVID OPPENHEIM.ISIDOR BERGER.
EUSTACE SELIGMAN .MARTIN LUIS DRAGO,J.H.C.DAVID OPPENHEIM.ISIDOR BERGER."," Copyright New York Times Company Oct 22, 1946"," 93160729-1 , 1536283 , 43896", letter_to_editor," Oct 22, 1946",0362-4331, English, English,," New York, N.Y.","Oct 22, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107373857?accountid=14496, 23,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Letters+to+The+Times%3A+Deadlock+on+Atom+Control+Solution+Is+Seen+in+Convincing+Russia+of+the+Merits+of+the+Baruch+Plan+Argentine+Meat+Ambassador%27s+Offer%2C+It+Is+Explained%2C+Was+Made+in+Desire+to+Aid+Cooking+in+Hotel+Apartments+Policy+on+Palestine+President%27s+Recent+Statement+Said+to+Follow+Formulated+Plan+Defrauding+Insurance+Companies&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-10-22&amp;volume=&amp;issue=&amp;spage=23&amp;au=EUSTACE+SELIGMAN+.MARTIN+LUIS+DRAGO%2CJ.H.C.DAVID+OPPENHEIM.ISIDOR+BERGER.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Fire Loss 1 -- No Title,,492725978,Historical Newspapers,," Copyright Real Times, Inc. Jan 18, 1947"," 741873442 , 7291372 , 68419", fire_loss," Jan 18, 1947",, English, English, 1," Chicago, Ill.","Jan 18, 1947",The Chicago Defender (National edition) (1921-1967),1947,http://search.proquest.com/docview/492725978?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Fire+Loss+1+--+No+Title&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1947-01-18&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Calls Building Firetrap Father Of Nine Evicted,,492721364,Historical Newspapers,," Copyright Real Times, Inc. May 3, 1947"," 741935812 , 7291512 , 68419", article," May 3, 1947",, English, English, 4," Chicago, Ill.","May 3, 1947",The Chicago Defender (National edition) (1921-1967),1947,http://search.proquest.com/docview/492721364?accountid=14496, 4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Calls+Building+Firetrap+Father+Of+Nine+Evicted&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1947-05-03&amp;volume=&amp;issue=&amp;spage=4&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"City Aroused, Probes Ordered After Chicago Tenement Fire Claims 10",While police searched for an arsonist. Mayor Martin H. Kennelly demanded a thorough investigation Friday into a slum tenement fire which took the lives of six children and four women.,492794517,Historical Newspapers,," Copyright Real Times, Inc. Oct 18, 1947"," 742018052 , 7291712 , 68419", front_page," Oct 18, 1947",, English, English, 1," Chicago, Ill.","Oct 18, 1947",The Chicago Defender (National edition) (1921-1967),1947,http://search.proquest.com/docview/492794517?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=City+Aroused%2C+Probes+Ordered+After+Chicago+Tenement+Fire+Claims+10&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1947-10-18&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Witnesses Hint Race Tension Behind Fire,"Police late Thursday were believed to be heading toward solution of the origin of a mysterious fire that claimed the lives of 10 persons last Friday, when they took into custody for close questioning four suspects.",492793938,Historical Newspapers," Goldsberry, R B
R
R B Goldsberry
Goldsberry
B
R B GOLDSBERRY"," Copyright Real Times, Inc. Oct 25, 1947"," 742023912 , 7291722 , 68419", article," Oct 25, 1947",, English, English, 10," Chicago, Ill.","Oct 25, 1947",The Chicago Defender (National edition) (1921-1967),1947,http://search.proquest.com/docview/492793938?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Witnesses+Hint+Race+Tension+Behind+Fire&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1947-10-25&amp;volume=&amp;issue=&amp;spage=10&amp;au=Goldsberry%2C+R+B&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Landlords Must Add Two Exits,,492741398,Historical Newspapers,," Copyright Real Times, Inc. Dec 27, 1947"," 742050772 , 7291792 , 68419", article," Dec 27, 1947",, English, English, 4," Chicago, Ill.","Dec 27, 1947",The Chicago Defender (National edition) (1921-1967),1947,http://search.proquest.com/docview/492741398?accountid=14496, 4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Landlords+Must+Add+Two+Exits&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1947-12-27&amp;volume=&amp;issue=&amp;spage=4&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Extra Table Space,,152036816,Historical Newspapers,," Copyright The Washington Post Company Mar 24, 1948"," 293395812 , 2255212 , 48614", article," Mar 24, 1948",, English, English,," Washington, D.C.","Mar 24, 1948",The Washington Post (1923-1954),1948,http://search.proquest.com/docview/152036816?accountid=14496, B8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Extra+Table+Space&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1948-03-24&amp;volume=&amp;issue=&amp;spage=B8&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Article 1 -- No Title,,177641034,Historical Newspapers,," Copyright Tribune Publishing Company May 23, 1948"," 487974772 , 6126582 , 53854", article," May 23, 1948",, English, English, 24," Chicago, Ill.","May 23, 1948",Chicago Daily Tribune (1923-1963),1948,http://search.proquest.com/docview/177641034?accountid=14496, 24,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Article+1+--+No+Title&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1948-05-23&amp;volume=&amp;issue=&amp;spage=24&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"Chicago's South Parkway, Parade Ground of World","South Parkway is THE street. The Great White Way of Chicago. A sweeping lane some twenty miles long, flanked on each side by staid old mansions--the street--on the outer reaches it had has become the parade ground of the world. Here the Elders and the Bishops rub elbows with touts and gamblers and its traffic lanes are heavy with the endless chain of...",492846529,Historical Newspapers," Brown, Henry
Henry
Henry Brown
Brown
HENRY BROWN"," Copyright Real Times, Inc. May 29, 1948"," 742123602 , 7291972 , 68419", article," May 29, 1948",, English, English, 4," Chicago, Ill.","May 29, 1948",The Chicago Defender (National edition) (1921-1967),1948,http://search.proquest.com/docview/492846529?accountid=14496, 4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Chicago%27s+South+Parkway%2C+Parade+Ground+of+World%3A+People+of+all+Types+Pass+On+The+Great+White+Way&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1948-05-29&amp;volume=&amp;issue=&amp;spage=4&amp;au=Brown%2C+Henry&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
CONGRESSMEN FINDING HOMES IN WASHINGTON,Most of the 10 new members of the Illinois congressional delegation have solved their problems of where to live in Washington during the 1949 session of congress.,177744236,Historical Newspapers," Howard, Robert
Robert
Robert Howard
Howard
ROBERT HOWARD"," Copyright Tribune Publishing Company Dec 27, 1948"," 500349042 , 6148412 , 53854", article," Dec 27, 1948",, English, English, 13," Chicago, Ill.","Dec 27, 1948",Chicago Daily Tribune (1923-1963),1948,http://search.proquest.com/docview/177744236?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=CONGRESSMEN+FINDING+HOMES+IN+WASHINGTON%3A+NEW+ILLINOIS+MEMBERS+GET+LOCATED&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1948-12-27&amp;volume=&amp;issue=&amp;spage=13&amp;au=Howard%2C+Robert&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
BARNARD STUDENTS TO DO HOUSE WORK,Barnard College girls will take over their own housekeeping chores in the dormitories next fall to avoid paying an increase in room charges of $75.,105764060,Historical Newspapers,," Copyright New York Times Company Feb 24, 1949"," 84550264-1 , 1491235 , 43896", article," Feb 24, 1949",0362-4331, English, English, 26," New York, N.Y.","Feb 24, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105764060?accountid=14496, 26,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=BARNARD+STUDENTS+TO+DO+HOUSE+WORK%3A+GIRLS+VOTE+TO+CLEAN+UP+OWN+DORMITORIES+NEXT+YEAR+TO+SAVE+%2475+COST+RISE&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-02-24&amp;volume=&amp;issue=&amp;spage=26&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
NEW RESORTS SPRINGINO UP AT PHOENIX,They're subdividing the desert cut around Camelback mountain. It's a scene that would delight the heart of a Chicago real estate man.,177780802,Historical Newspapers," Wallace, Samuel
Samuel
Samuel Wallace
Wallace
SAMUEL WALLACE"," Copyright Tribune Publishing Company Mar 13, 1949"," 488812112 , 6128312 , 53854", article," Mar 13, 1949",, English, English,," Chicago, Ill.","Mar 13, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177780802?accountid=14496, F1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=NEW+RESORTS+SPRINGINO+UP+AT+PHOENIX%3A+SUITES+FOR+HOUSEKEEPING+ARE+FINDING+POPULARITY&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-03-13&amp;volume=&amp;issue=&amp;spage=F1&amp;au=Wallace%2C+Samuel&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
LIVING HIGH for Low Rent,"A GARRET need not look like a setting for a horror movie. Nyle Morgan and John McDonough, interior-design students, offer their apartment as evidence.",165911752,Historical Newspapers," Noah, John
John
John Noah
Noah
John Noah"," Copyright Times Mirror Company Mar 20, 1949"," 418118061 , 5745142 , 53850", article," Mar 20, 1949",0458-3035, English, English, H10," Los Angeles, Calif.","Mar 20, 1949",Los Angeles Times (1923-Current File),1949,http://search.proquest.com/docview/165911752?accountid=14496, H10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=LIVING+HIGH+for+Low+Rent%3A+Living+High&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1949-03-20&amp;volume=&amp;issue=&amp;spage=H10&amp;au=Noah%2C+John&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
BETHANY HOME AND HOSPITAL TO DEDICATE WING,"The new S750,000 north wing of the Bethany home and hospital, 5001-15 N. Paulina st., will be dedicated by Bishop J. Ralph Magee of the Methodist church at 3:30 p. m. today, on the 60th anniversary of the hospital's founding.",177709256,Historical Newspapers,," Copyright Tribune Publishing Company Apr 24, 1949"," 489032802 , 6128732 , 53854", article," Apr 24, 1949",, English, English,," Chicago, Ill.","Apr 24, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177709256?accountid=14496, N2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=BETHANY+HOME+AND+HOSPITAL+TO+DEDICATE+WING%3A+BISHOP+MAGEE+TO+SPEAK+AT+CEREMONY&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-04-24&amp;volume=&amp;issue=&amp;spage=N2&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
